name,party,article_size,Ocak 2013,Şubat 2013,Mart 2013,Nisan 2013,Mayıs 2013,Haziran 2013,Temmuz 2013,Ağustos 2013,Eylül 2013,Ekim 2013,Kasım 2013,Aralık 2013,Ocak 2014,Şubat 2014,Mart 2014,Nisan 2014,Mayıs 2014,Haziran 2014,Temmuz 2014,Ağustos 2014,Eylül 2014,Ekim 2014,Kasım 2014,Aralık 2014,Ocak 2015,Şubat 2015,Mart 2015,Nisan 2015,Mayıs 2015,Haziran 2015,Temmuz 2015,Ağustos 2015,Eylül 2015,Ekim 2015,Kasım 2015,Aralık 2015,Ocak 2016,Şubat 2016,Mart 2016,Nisan 2016,Mayıs 2016,Haziran 2016,Temmuz 2016,Ağustos 2016,Eylül 2016,Ekim 2016,Kasım 2016,Aralık 2016,Ocak 2017,Şubat 2017,Mart 2017,Nisan 2017,Mayıs 2017,Haziran 2017,Temmuz 2017,Ağustos 2017,Eylül 2017,Ekim 2017,Kasım 2017,Aralık 2017,Ocak 2018,Şubat 2018,Mart 2018,Nisan 2018,Mayıs 2018,Haziran 2018,Temmuz 2018,Ağustos 2018,Eylül 2018,Ekim 2018,Kasım 2018,Aralık 2018,Ocak 2019,Şubat 2019,Mart 2019,Nisan 2019,Mayıs 2019,Haziran 2019,Temmuz 2019,Ağustos 2019,Eylül 2019,Ekim 2019,Kasım 2019,Aralık 2019,Ocak 2020,Şubat 2020,Mart 2020,Nisan 2020,Mayıs 2020,Haziran 2020,Temmuz 2020,Ağustos 2020,Eylül 2020,Ekim 2020,Kasım 2020,Aralık 2020,Ocak 2021,Şubat 2021,Mart 2021,Nisan 2021,Mayıs 2021,Haziran 2021,Temmuz 2021,Ağustos 2021,Eylül 2021,Ekim 2021,Kasım 2021,Aralık 2021,Ocak 2022,Şubat 2022,Mart 2022,Nisan 2022,Mayıs 2022,Haziran 2022,Temmuz 2022,Ağustos 2022,Eylül 2022,Ekim 2022,Kasım 2022,Aralık 2022,Ocak 2023,Şubat 2023,Mart 2023,Nisan 2023,Mayıs 2023,Haziran 2023,Temmuz 2023,Ağustos 2023,Eylül 2023,Ekim 2023,Kasım 2023,Aralık 2023,Ocak 2024,Şubat 2024,Mart 2024,Nisan 2024,Mayıs 2024,Haziran 2024,Temmuz 2024,Ağustos 2024,Eylül 2024,Ekim 2024,Kasım 2024,Aralık 2024
İsmet_Yılmaz,adalet_ve_kalkınma_partisi,18521.0,0,0,0,-23,0,0,0,0,64,0,34,2,0,0,2,0,0,0,0,-12,0,-5,31,0,0,0,0,134,0,767,1497,8,-241,183,684,8,0,347,83,-22,743,0,3028,65,210,0,0,204,112,-1,11,0,0,0,0,52,188,0,-86,0,0,0,0,0,0,-28,214,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,63,0,0,278,141,435,107,-54,-313,57,947,16,-19,0,0,298,-275,-30,0,0,-17,13,-45,531,0,-1,0,0,0,1,2783,0,0,0,0,0,0,86,0,794,0,76,0,35,0,0,728,0,0,5,14,-173,0,186,0,0,0,0,0,0,0
Hakan_Fidan,bağımsız,18100.0,0,0,0,0,0,0,0,0,-1,549,35,0,0,-35,1732,-898,0,0,8,-34,-421,486,0,-82,0,725,1187,0,0,19,-1,19,0,0,0,-167,37,45,0,0,-24,-82,0,0,0,11,-80,0,0,258,-116,0,0,2,0,0,39,0,0,0,0,13,0,0,0,0,-74,0,0,0,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,30,63,0,176,26,0,2,115,0,-2,0,-1,21,-19,521,28,373,1192,0,117,-144,15,137,-485,415,-34,1723,0,0,506,0,0,-38,0,-54,78,0,63,-51,2974,12,3345,-2,666,35,-365,229,373,-193,0,-641,0,0,0,0,0,0,0
Koray_Aydın,i̇yi̇_parti,17665.0,0,0,0,0,1,0,-6,981,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,321,0,0,0,7,311,225,177,26,7,70,0,35,0,0,2600,0,2287,-58,894,-28,0,-30,0,-32,-1,-14,2,0,0,0,0,-6,152,0,47,0,1,0,0,0,282,263,36,0,58,0,0,0,0,13,0,0,0,0,-54,196,0,0,0,-7,0,227,503,-4,3,0,0,2,259,0,2,0,0,23,0,0,7,0,-7,0,0,0,0,-1,0,1888,0,239,-134,0,86,0,0,0,0,0,399,0,0,1383,203,113,0,-350,413,0,0,29,0,77,697,64,0,0,0,0,0,0,0
Mevlüt_Çavuşoğlu,adalet_ve_kalkınma_partisi,16510.0,342,-1,-188,28,0,0,0,0,0,54,0,641,0,0,0,32,-60,0,0,545,179,-56,-51,0,0,-11,0,29,0,0,71,75,140,0,1382,0,0,0,101,0,1246,-50,302,192,-42,1,0,110,-44,-1,408,0,0,0,0,0,0,0,75,41,-84,0,0,0,0,106,158,4,-3,0,0,0,0,0,39,0,539,0,0,0,-32,0,0,0,10,4,34,174,4,-3,0,1,150,1094,-895,0,0,4,30,494,-271,0,0,-20,0,143,0,0,-2,0,66,59,2,0,0,0,0,366,-3,450,13,-8,0,4087,-520,486,89,-35,0,15,0,-57,44,0,95,-3,87,0,0,0,0,0,0,0
Tuncay_Özkan,cumhuriyet_halk_partisi,16450.0,269,0,-43,40,0,-12,0,333,41,0,26,0,0,13,211,0,-3,0,0,0,40,0,0,35,0,0,0,2498,0,-3288,0,0,0,0,105,0,132,142,223,59,8,-35,207,130,30,-33,-35,22,-32,292,0,-3,7,0,20,0,0,34,-43,0,0,-9,77,-10,0,215,0,-36,36,4,1504,0,59,58,13,0,0,0,0,0,24,0,0,-3,0,0,14,650,-16,0,0,431,0,1965,0,5,0,0,37,45,0,0,0,1,-31,0,0,0,120,0,-18,179,0,53,0,0,39,1304,0,0,0,-4,0,0,34,960,0,668,0,0,289,-8,48,2,0,0,0,0,0,0,0,0,0,0
Efkan_Âlâ,adalet_ve_kalkınma_partisi,16417.0,0,0,0,0,0,0,546,2,0,0,32,1473,142,6,0,102,0,-44,0,20,0,0,0,0,0,550,98,0,0,323,54,0,435,0,807,0,169,1427,109,37,37,667,1204,385,1522,0,11,44,-32,-29,0,0,0,1,91,0,0,0,-44,47,0,12,-8,0,0,51,2,0,0,0,0,0,22,-6,13,0,72,0,0,0,0,0,0,0,36,0,278,-51,1,300,66,0,0,793,118,27,-75,0,23,0,-1,-47,0,0,0,0,0,0,-1,0,2173,0,0,0,35,0,0,36,0,0,0,35,0,-78,401,4,217,0,0,323,31,56,5,0,44,0,157,0,0,0,0,0,0,0
Tuğrul_Türkeş,adalet_ve_kalkınma_partisi,16415.0,0,0,-37,0,0,60,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,145,0,3400,850,-28,494,0,281,-182,70,36,1037,277,2456,22,37,12,-41,0,-32,51,-1,1,0,0,164,0,0,0,-42,48,-3,4,70,0,-21,52,0,0,0,0,0,0,0,0,13,0,0,0,120,0,-40,0,0,0,0,29,15,416,-23,6,0,3,0,3086,-6,-6,21,44,23,-1111,-30,1114,0,0,0,-8,0,2,-1,31,0,0,5,0,0,-127,-165,293,169,68,-18,0,-3,415,144,-160,41,10,-195,72,20,37,24,0,118,0,3,0,0,0,0,0,0,0
Nureddin_Nebati,adalet_ve_kalkınma_partisi,15798.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,11940,178,10,74,67,106,574,29,21,313,41,0,269,0,0,32,181,17,-378,39,0,-34,34,0,0,74,-10,49,6,0,0,0,0,0,0,0,0
Murat_Kurum,adalet_ve_kalkınma_partisi,15635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,90,-9,1,-4,9,0,0,0,203,0,1,-1,0,1681,0,0,-34,0,0,0,179,0,0,3,0,30,0,0,0,0,0,15,-15,0,-267,0,128,336,16,289,165,0,-6,18,0,0,2159,7006,1588,237,115,54,0,0,0,0,0,0,0
Mustafa_Sarıgül,cumhuriyet_halk_partisi,15626.0,0,0,0,54,-26,5,65,-52,-107,139,319,21,0,-67,47,260,0,101,0,45,0,0,0,0,16,-50,12,25,0,0,0,0,0,0,0,0,7,0,0,156,84,-50,-19,0,0,0,16,0,-32,0,0,-15,0,0,0,0,-113,16,-66,47,0,0,0,0,16,-2,0,-1,0,0,0,0,632,294,0,-47,0,0,0,7,0,0,45,0,0,0,47,0,-26,14,-30,624,0,915,261,95,149,3,-46,348,-4,49,-36,12,-1,0,0,86,0,9,-103,71,-45,844,207,1,0,2,0,-15,0,510,0,284,527,544,0,0,0,29,17,0,17,0,0,0,87,3,0,0,0,0,0,0
Lütfi_Elvan,adalet_ve_kalkınma_partisi,15572.0,0,0,0,0,0,0,199,0,0,0,0,609,0,0,0,0,0,0,0,20,0,0,95,11,0,151,564,0,0,381,500,-2,301,-7,364,687,-1,346,-58,0,378,364,2759,753,-102,-201,0,44,-32,-1,0,0,0,-29,14,0,-14,9,-44,0,0,0,0,0,0,0,-9,54,0,0,0,0,0,0,13,0,0,0,0,0,-79,0,44,-1,0,155,67,125,0,0,0,271,0,2175,1012,14,24,235,-19,88,-46,0,0,0,0,0,-5,605,109,0,156,0,-104,0,0,27,0,760,0,33,0,0,-5,0,0,0,0,0,0,0,0,0,428,206,136,0,-30,0,0,0,0,0,0,0
Faruk_Çelik,adalet_ve_kalkınma_partisi,15224.0,0,0,-70,0,0,30,-1,402,0,0,0,639,0,55,0,0,2,0,0,-9,0,0,692,0,0,0,-819,1,0,0,0,31,307,0,1007,0,0,4,0,611,61,-14,2841,0,0,0,43,0,-32,-1,0,0,0,0,502,10,85,0,-42,47,0,0,0,0,8,0,420,0,0,0,0,0,0,0,13,0,64,0,0,0,0,0,0,0,0,0,16,316,-4,0,0,-158,0,3347,0,-4,0,0,18,0,0,0,0,0,0,0,0,0,-1,0,279,0,0,0,14,0,0,0,0,0,0,0,0,0,301,0,272,172,-1,367,0,0,5,0,129,0,-304,0,0,0,0,0,0,0
Feleknas_Uca,halkların_demokratik_partisi,15200.0,0,0,-220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-23,0,0,0,6,-2,-109,0,1661,69,26,0,0,341,106,0,0,0,7,32,0,119,-126,0,-19,-40,2,6,0,0,0,-40,0,0,57,0,9,55,107,0,0,1,0,8,58,60,0,0,0,6,0,0,0,0,0,0,0,23,0,30,0,0,0,0,0,-9,215,-16,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,-103,0,0,0,0,0,0,623,7975,2396,0,0,0,0,0,5,0,-72,1,123,0,0,0,0,0,0,0
Veysel_Eroğlu,adalet_ve_kalkınma_partisi,14776.0,43,-8,-29,0,0,63,-87,2,233,0,15,1023,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,8,0,137,7,14,959,87,188,0,0,0,355,741,-1324,4571,186,-184,0,0,0,44,-62,209,0,0,0,0,0,0,0,0,-89,0,0,11,0,0,0,60,360,72,0,0,0,0,0,0,13,0,0,0,0,0,0,3,55,0,0,0,-17,248,843,0,16,0,0,1373,0,11,-24,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,596,0,484,0,0,0,0,-182,148,0,43,-1,-1,-16,17,24,0,164,0,-26,0,0,0,0,0,0,0
Sırrı_Süreyya_Önder,halkların_eşitlik_ve_demokrasi_partisi,14396.0,2734,6,-114,0,-2412,2,0,0,0,1415,559,165,1,8,139,310,0,44,0,0,0,0,0,0,0,279,0,31,65,791,44,227,6,11,456,0,0,0,-351,0,32,355,-11,94,0,0,-94,0,18,0,155,0,0,0,52,57,0,0,0,47,0,0,0,0,8,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,32,0,0,0,0,0,36,134,1,0,4,0,-2,677,0,14,0,0,34,0,13,3101,0,-1,0,0,0,2,0,54,0,0,0,4,0,40,0,0,0,-1065,0,0,-139,0,243,328,127,-3,32,700,16,2,52,0,119,17,329,13,0,0,0,0,0,0
Bekir_Bozdağ,adalet_ve_kalkınma_partisi,14392.0,0,0,-22,0,0,0,0,0,0,0,0,136,0,0,0,0,6,0,0,2226,-99,59,0,0,-8,0,400,0,0,-28,0,-10,89,0,728,195,-642,642,0,1396,293,111,382,9,28,0,-40,0,-32,-28,-20,13,0,0,608,410,0,94,-42,47,0,0,0,0,0,52,103,0,0,0,1,0,0,0,26,0,0,0,0,0,-40,0,0,0,-1,0,43,321,-262,39,0,-31,0,2296,0,9,62,13,23,0,-17,19,0,0,0,0,0,0,268,118,27,0,1,0,0,78,0,26,0,272,0,465,-21,29,-295,363,-68,94,-95,477,0,2,5,670,79,0,20,0,0,0,0,0,0,0
Gültekin_Uysal,demokrat_parti,14261.0,0,941,0,-24,-390,0,-84,0,0,0,0,55,0,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,37,0,0,-3,0,0,0,0,0,0,25,-274,-2,-13,119,0,0,16,0,9,0,0,0,0,0,0,0,0,1267,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,4,115,-67,321,19,0,0,67,0,924,0,-181,0,38,-15,35,156,6,0,23,0,2,25,0,-1,21,12,466,21,12,236,0,0,475,247,186,419,9229,-1056,-2057,152,102,-43,0,0,36,-1214,0,5,0,-1,0,45,0,0,0,0,0,0,0
Gürsel_Tekin,cumhuriyet_halk_partisi,14082.0,0,0,-22,0,0,0,-4,0,0,0,0,117,21,152,90,-45,109,0,0,202,-172,0,0,0,0,0,0,0,0,61,0,0,0,0,82,0,235,0,0,-27,0,437,2019,0,0,0,0,-7,-31,226,0,-1,-45,0,0,0,0,9,0,91,0,0,-28,0,0,0,111,122,0,0,0,0,60,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1114,4,3,0,64,0,0,0,0,0,1,23,0,0,0,-5,0,0,0,0,0,0,3,3464,0,-34,-13,0,0,9,0,0,0,0,0,-36,0,-86,0,5,0,0,0,0,0,20,535,41,0,280,0,0,0,0,0,0,0
Adnan_Selçuk_Mızraklı,halkların_demokratik_partisi,13946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3988,0,0,108,0,0,0,0,0,0,9233,561,-83,47,0,0,0,0,0,0,92,0,0,0,0,0,0,0
Recep_Akdağ,adalet_ve_kalkınma_partisi,13861.0,73,-11,-80,0,0,0,-6,0,281,0,0,0,0,55,0,30,0,-1,54,0,-54,0,0,0,0,196,0,0,0,0,0,0,919,0,52,0,0,0,0,0,459,679,2269,26,-16,-126,0,0,-70,-1,0,0,0,0,483,0,108,0,-87,47,0,0,0,0,0,53,121,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,-1,0,219,391,0,1703,464,0,0,51,0,26,0,0,23,107,0,0,0,0,0,-88,0,15,-2,0,0,0,4,0,0,39,-3,0,0,0,0,0,0,0,0,41,514,0,-304,0,0,-16,0,0,90,0,108,0,0,0,0,0,0,0
Lütfü_Savaş,cumhuriyet_halk_partisi,13746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713,0,51,169,0,0,0,-2,0,0,0,0,0,0,47,0,0,6,0,0,-113,0,191,0,0,0,0,0,0,0,0,0,0,-32,9,0,44,0,0,0,0,0,9,0,47,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,11,0,0,0,17,1,0,0,0,17,0,149,0,-5,0,-88,64,0,0,0,28,0,0,0,0,0,42,0,3,0,0,0,0,0,0,405,0,39,496,755,11,0,97,0,0,0,-50,0,0,0,5,0,-30,6756,486,0,0,0,0,0,0,0
Erkan_Baş,türkiye_i̇şçi_partisi,13685.0,0,0,0,41,0,0,57,0,0,150,4,0,0,0,0,47,0,0,0,-45,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,511,0,0,0,201,5,-17,0,289,0,0,2,-7,0,11,0,0,0,0,0,0,365,203,123,0,0,740,0,0,0,0,13,1075,0,0,-2,-1,0,0,0,0,172,0,42,0,0,0,1,-10,0,1255,-12,9,0,0,47,1,-160,0,0,0,0,0,0,1759,-1,134,-47,50,246,0,0,399,10,-12,-7,0,-515,219,-134,1309,2070,285,0,0,-511,-140,0,11,-1,760,-2,1,170,0,0,0,0,0,0,0
Mahmut_Toğrul,halkların_demokratik_partisi,13534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,32,0,0,0,0,1,0,0,0,0,0,0,0,-1,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,31,0,9506,0,5,0,-159,346,60,0,0,0,0,0,0,0
Markar_Esayan,adalet_ve_kalkınma_partisi,13456.0,0,0,0,0,0,0,0,40,0,0,-8,0,0,0,0,0,0,-14,12,0,0,0,4,35,-1,0,0,19,0,575,0,0,0,8,225,0,63,0,0,0,138,0,0,26,11,0,127,0,-26,-3,0,128,9,0,0,0,0,0,0,47,-3,0,0,3,0,0,141,0,0,0,0,0,59,58,0,0,0,0,0,0,-37,0,0,0,41,0,827,14,-5,0,0,0,-11,5031,2537,-3,295,1,0,39,20,0,23,0,0,0,0,0,0,0,0,0,1928,0,0,643,-1198,0,77,0,0,-61,0,83,35,0,0,0,14,0,0,-3,60,0,0,365,-119,0,0,0,0,0,0,0
Enis_Berberoğlu,cumhuriyet_halk_partisi,13340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,146,0,0,0,0,0,0,0,0,55,0,0,0,55,49,0,0,0,828,56,0,31,24,0,9,-51,0,-32,-1,0,2,0,3676,52,9,0,0,0,-1,0,0,-54,0,0,335,0,-6,0,0,0,0,59,0,26,0,0,0,0,0,0,0,0,0,0,0,90,-1,-4,797,0,-4,9,487,0,-6,0,268,230,0,0,0,0,0,0,0,0,0,-1,-11,0,0,385,0,0,0,0,40,0,0,0,0,171,0,658,131,0,0,0,-65,0,0,491,1939,1,13,-5,0,0,0,0,0,0,0
Vedat_Bilgin,adalet_ve_kalkınma_partisi,13274.0,0,0,0,10,0,0,0,0,0,7,297,3,728,0,0,3,0,498,25,0,0,0,389,0,0,256,0,-6,0,127,40,0,243,5,109,0,39,56,178,0,32,-1,13,774,0,0,0,0,-31,-1,13,1,0,0,0,0,0,9,42,0,0,0,-5102,0,-87,0,-40,-9,0,146,0,0,0,0,0,0,0,14,0,0,0,0,0,0,208,-343,0,178,-8,0,0,0,0,783,0,10,-62,0,0,560,57,-26,0,-1,0,0,0,-61,0,0,23,662,0,0,0,0,0,0,-18,0,0,0,0,0,223,826,56,0,670,0,0,0,-6,27,96,0,-333,0,0,0,0,0,0,0
Deniz_Yavuzyılmaz,cumhuriyet_halk_partisi,13207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3848,-1,656,-60,35,-61,0,708,814,5,0,0,0,55,-1,0,0,1449,0,0,31,627,954,-1,1207,0,0,0,0,0,0,0,0,0,0,58,101,0,124,374,0,0,-31,0,2380,0,77,0,-140,-1,0,0,0,0,0,0,0,0
Tanju_Özcan,cumhuriyet_halk_partisi,13010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,64,0,172,939,0,0,-1,0,-32,-1,0,0,0,0,0,0,0,9,-42,40,0,0,0,0,-1,50,0,0,0,0,0,0,0,0,13,1422,220,0,0,0,0,0,0,0,0,0,31,0,0,3,0,30,0,2,0,0,0,0,0,211,52,0,-25,392,0,0,160,2,-1,23,-123,209,29,115,1470,349,273,186,190,217,454,0,0,0,-214,1192,1199,269,0,37,11,161,-4,0,974,323,54,0,0,0,0,0,0,0
İlhan_Kesici,cumhuriyet_halk_partisi,12892.0,0,0,0,0,0,0,-1,0,0,0,31,0,0,0,1613,-1613,0,95,0,0,0,0,0,0,0,0,0,0,30,648,-177,0,0,90,55,0,0,0,199,0,281,0,5103,-41,0,0,-40,0,-28,-1,68,0,0,0,37,5,0,0,-31,0,-3,16,-29,0,258,0,77,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,215,-2,0,0,0,0,731,0,-5,0,0,0,0,0,0,0,-370,-5,0,43,-127,-1,0,1600,1,0,7,0,0,0,0,0,0,0,746,922,0,56,529,0,0,0,0,-3,0,43,8,-103,8,161,85,0,0,0,0,0,0
Cevdet_Yılmaz,adalet_ve_kalkınma_partisi,12667.0,223,0,-68,0,0,0,-3,0,0,0,18,3,0,0,0,823,0,0,0,173,0,0,0,0,0,0,0,1,0,131,0,609,336,8,983,150,0,0,186,34,188,1357,-5,0,0,0,0,130,-33,27,-43,0,-43,0,0,0,0,8,-44,47,0,0,0,0,0,53,58,0,7,0,0,0,0,0,13,0,0,0,0,0,-40,0,11,0,-1,0,28,21,-8,0,-7,0,0,0,25,2,0,-526,23,0,0,0,0,0,0,0,0,270,-1267,0,674,0,325,733,0,-129,-474,0,-10,1301,0,0,0,0,0,2334,411,0,-294,259,0,120,5,-199,79,-1,933,0,0,0,0,0,0,0
Ömer_Çelik,adalet_ve_kalkınma_partisi,12646.0,180,0,-41,988,0,0,0,0,0,0,0,311,0,0,61,0,0,0,-33,21,0,0,0,0,-61,0,0,0,0,0,0,63,477,0,109,0,0,0,0,0,611,223,2139,235,219,0,11,0,-32,230,0,1,0,-21,0,87,14,0,-42,47,0,0,-1,0,0,0,153,0,0,0,0,0,0,0,13,0,0,0,0,0,-213,0,0,0,-14,31,578,0,0,9,0,30,0,-1,0,1,0,4,23,0,850,-850,0,0,0,0,135,0,-1,-54,2594,0,0,0,0,4,0,175,0,0,0,0,19,0,32,133,11,0,0,2,84,11,0,0,101,0,105,0,0,0,0,0,0,0
Vehbi_Koç,adalet_ve_kalkınma_partisi,12609.0,0,0,-73,0,-4,36,4542,0,1,0,0,0,30,119,0,1,-5,0,0,0,0,40,0,0,0,0,0,331,2,0,0,34,0,0,0,-43,17,0,0,0,-1,0,1,0,-1,0,19,0,0,1,0,-54,0,0,0,0,0,0,0,51,0,0,0,0,0,-1,0,-3,0,0,0,-2,13,0,13,0,4,0,0,0,0,0,0,0,-39,250,298,18,-30,0,0,0,5,965,0,3,0,0,31,0,0,11,29,-125,-1,0,0,577,-1,61,15,535,-535,2,0,0,0,2,0,0,611,-1,0,-461,0,0,0,0,0,0,1436,8,27,0,0,0,-5,0,0,0,0,0,0,0
Mahmut_Özer,adalet_ve_kalkınma_partisi,12559.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6702,40267,0,0,0,0,0,76,0,2,0,0,0,0,351,10,-22,-45722,0,0,0,0,0,0,0,39,52603,-49802,0,0,0,0,0,0,0,33,0,0,0,0,22,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,519,59,0,0,0,0,1095,0,78,53,0,2,0,0,0,0,606,349,2,86,11,0,430,0,332,0,0,0,0,0,31,0,1054,-77,12,41,702,39,649,0,0,0,1343,0,-62,4,0,48,-4,14,0,0,0,0,0,0,0
Ömer_Faruk_Gergerlioğlu,halkların_eşitlik_ve_demokrasi_partisi,12472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904,-2,0,0,0,0,120,58,13,0,0,0,0,0,0,0,11,0,0,0,0,2618,-2618,42,0,0,0,29,0,0,0,32,5719,0,-1,0,843,255,0,0,-29,0,-1,0,0,0,0,934,-492,726,205,-159,0,0,55,0,29,80,53,822,50,0,0,54,-24,17,5,0,0,11,113,0,0,0,0,0,0,0
Mehmet_Bekaroğlu,cumhuriyet_halk_partisi,12386.0,0,0,-26,0,137,0,543,-7,0,0,0,0,179,0,35,-35,0,0,0,0,819,40,0,-40,0,0,0,0,0,103,0,0,0,-123,88,0,1,661,0,0,-9,0,0,581,-1,0,0,43,-32,-2,0,0,-40,0,20,9,0,0,-88,91,0,0,0,0,8,55,0,-1,0,0,0,0,60,0,13,27,91,0,0,0,20,0,0,0,0,0,60,81,3,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1136,0,743,59,-7,0,0,265,0,33,134,301,0,56,0,0,0,0,0,146,0,36,0,0,815,-3,0,0,0,0,0,0,0
